Filename,Bad Exposure,Bad Saturation,Noise,Haze,Undesired Blur
1125_20160403_172323_194naive_average_adjust_local.jpg,0.2,0.0,0.25,0.25,0.2
33TJ_20150811_114812_322motionmag_average_adjust_exp.jpg,0.4,-0.35,0.3,0.3,0.4
4KK2_20150829_114436_968noise_adjust_local_109.jpg,0.25,0.15,0.25,0.0,0.25
9bf4_20150818_171611_533align_average_adjust.jpg,0.3,-0.15,0.2,0.0,0.2
4KK2_20150829_114436_968e785_interp_adjust.jpg,0.2,-0.05,0.15,0.15,0.1
0037_20160719_162557_513e785_interp_adjust_local.jpg,0.25,0.25,0.2,0.0,0.2
5a9e_20150405_134840_455e774_adjust.jpg,0.2,0.0,0.2,0.05,0.15
33TJ_20150614_232449_290noise_581.jpg,0.4,-0.25,0.25,0.1,0.25
6FHF_20150303_171735_940motionmag_average.jpg,0.25,-0.4375,0.15,0.0,0.2
0043_20160826_194907_089motionmag_average_adjust.jpg,0.45,0.0,0.25,0.15,0.3
c1b1_20150424_183828_728e698_adjust.jpg,0.25,0.25,0.25,0.0,0.25
6G7M_20150317_192221_745align_average_adjust_exp.jpg,0.25,-0.15,0.35,0.0,0.35
0919_20150905_181757_551noise_nlm_sharp_255.jpg,0.25,0.3,0.2,0.2,0.2
33TJ_20150810_191223_224e698_adjust.jpg,0.4,-0.2,0.25,0.0,0.25
0155_20160903_181846_252e785_interp_adjust_local.jpg,0.45,0.0,0.0,0.0,0.0
1125_20151221_100409_293merged_adjust_local.jpg,0.25,0.4,0.0,0.0,0.0
0830_20151107_170602_823merged_adjust_local_sat.jpg,0.55,0.25,0.25,0.25,0.2
1125_20151220_173852_561naive_average_adjust_local.jpg,0.35,-0.1,0.2,0.2,0.2
0043_20160919_144540_754e774_adjust.jpg,0.25,0.0,0.2,0.15,0.3
5066_20160726_082558_304e774_adjust.jpg,0.25,0.15,0.3,0.05,0.25
0155_20160816_115629_383merged_adjust_local.jpg,0.3,0.35,0.2,0.1,0.2
1125_20151223_141123_686naive_average.jpg,0.45,-0.6875,0.2,0.2,0.5
4KK2_20150829_152312_162e774_adjust.jpg,0.25,0.05,0.25,0.25,0.25
0155_20160808_091643_713e785_interp_adjust_local.jpg,0.25,0.25,0.2,0.1,0.2
9bf4_20150818_172135_462e774_adjust.jpg,0.35,0.2,0.25,0.0,0.1
0919_20150906_184900_402e774_adjust_local.jpg,0.25,0.0,0.0,0.0,0.05
33TJ_20150729_181056_299merged_adjust_local_exp.jpg,0.15,-0.05,0.05,0.0,0.1
0043_20160917_170029_495align_average.jpg,0.5,0.0,0.35,0.25,0.2
0543_20150917_132714_155merged_adjust_local.jpg,0.25,-0.15,0.3,0.35,0.2
1125_20151222_143208_329align_average_adjust_local.jpg,0.25,0.0,0.25,0.4,0.25
0039_20141009_182932_748naive_average_adjust.jpg,0.45,-0.25,0.2,0.1,0.2
4KK2_20150829_151516_989naive_average_adjust.jpg,0.4,-0.1,0.25,0.1,0.2
0043_20160830_191756_627e774_adjust_local.jpg,0.35,0.0,0.25,0.15,0.3
0155_20160810_215900_160merged_adjust_local_sat.jpg,0.25,0.25,0.35,0.0,0.2
0043_20161022_150547_873align_average.jpg,0.25,0.05,0.15,0.15,0.2
0039_20141010_172604_711naive_average_adjust.jpg,0.4,-0.05,0.3,0.2,0.2
33TJ_20150819_114221_322align_average_adjust_local.jpg,0.35,0.1875,0.25,0.0,0.2
6G7M_20150307_143759_800align_average_adjust_local.jpg,0.25,0.25,0.25,0.3,0.35
6FHF_20150303_115050_790motionmag_average_adjust_awb.jpg,0.25,0.0,0.2,0.1,0.15
4WBR_20150502_174425_680e774_adjust.jpg,0.25,-0.25,0.3,0.3,0.25
c1b1_20150222_151204_652e774_adjust_local.jpg,0.2,-0.1,0.2,0.0,0.2
0030_20151217_222326_176e698_adjust.jpg,0.3,-0.0625,0.6,0.0625,0.3
5a9e_20150327_200805_680noise_nlm_sharp_exp_924.jpg,0.7,-0.6,0.05,0.0,0.9
33TJ_20150811_112743_657merged_adjust_local_sat.jpg,0.25,0.0,0.0,0.4,0.0
0043_20161007_115144_003align_average.jpg,0.25,-0.2,0.0,0.05,0.5
1125_20151231_170811_106naive_average_adjust.jpg,0.3,-0.1,0.15,0.15,0.1
6G7M_20150418_235232_346align_average_adjust.jpg,0.5,-0.2,0.25,0.0,0.25
33TJ_20150820_125849_522e698_adjust.jpg,0.35,0.05,0.3,0.1,0.25
4KK2_20150906_173146_727e698_adjust.jpg,0.25,0.0,0.15,0.1,0.1
33TJ_20150812_141216_572e785_interp_adjust.jpg,0.35,0.0,0.25,0.05,0.2
0030_20151217_221424_923noise_nlm_sharp_3802.jpg,0.5,-0.05,0.45,0.1,0.3
c1b1_20150408_152919_339noise_nlm_sharp_exp_376.jpg,0.4,0.1875,0.3,0.0,0.2
0043_20161006_163108_263merged_adjust_local_exp.jpg,0.45,0.2,0.25,0.1,0.25
6G7M_20150324_215003_680noise_adjust4_2854.jpg,0.25,0.15,0.65,0.25,0.35
33TJ_20150613_092021_981e785_interp_adjust_local.jpg,0.25,0.2,0.2,0.1,0.2
0058_20160714_205939_444noise_adjust3_472.jpg,0.6,0.1875,0.4,0.05,0.35
0043_20160919_140312_479merged_adjust_local_exp.jpg,0.25,-0.15,0.15,0.0,0.05
6FHF_20150303_142316_761naive_average_adjust.jpg,0.25,-0.15,0.15,0.0,0.35
0043_20161031_200342_877merged_adjust_local.jpg,0.75,0.3,0.9,0.0,0.25
0006_20160721_220618_556naive_average_adjust.jpg,0.35,0.25,0.15,0.15,0.2
0039_20141006_103802_083naive_average_adjust_local.jpg,0.1,-0.2,0.0,0.1,0.25
6G7M_20150307_175028_814motionmag_average_adjust_exp.jpg,0.25,-0.05,0.25,0.2,0.25
1125_20160317_211136_148naive_average_adjust.jpg,0.65,0.3125,0.25,0.05,0.2
6G7M_20150328_194343_379noise_nlm_sharp_exp_369.jpg,0.45,-0.25,0.25,0.2,0.25
0043_20160917_124123_331align_average.jpg,0.4,-0.4,0.15,0.25,0.15
33TJ_20150613_100201_476noise_adjust4_304.jpg,0.35,-0.15,0.25,0.05,0.15
0032_20160705_172236_686e774_adjust.jpg,0.3,-0.15,0.15,0.0,0.05
6FHF_20150331_113841_135noise_adjust3_345.jpg,0.4,-0.15,0.25,0.0,0.2
1125_20151201_115142_439align_average_adjust_local.jpg,0.2,0.1,0.15,0.15,0.1
c1b1_20150311_195156_050motionmag_average_adjust.jpg,0.4,-0.15,0.3,0.0,0.3
4KK2_20150910_144054_866e774_adjust_local.jpg,0.25,0.25,0.25,0.15,0.25
0030_20151217_215410_377merged_adjust_local.jpg,0.4,0.4375,0.5,0.05,0.2
1125_20151227_174133_804e785_interp_adjust.jpg,0.3,-0.15,0.2,0.1,0.15
6G7M_20150307_164518_474align_average_adjust.jpg,0.2,0.0,0.15,0.15,0.15
6G7M_20150403_163241_276noise_awb_469.jpg,0.35,-0.05,0.3,0.0,0.25
0830_20151114_103448_069e774_adjust.jpg,0.25,0.0,0.0,0.0,0.0
0039_20141010_073849_587merged_adjust_local_sat.jpg,0.4,0.0,0.15,0.0,0.15
0919_20150905_181757_551e785_interp_adjust_local.jpg,0.25,0.2,0.2,0.2,0.2
33TJ_20150627_152439_197merged_adjust_local_sat.jpg,0.25,0.05,0.2,0.0,0.2
6G7M_20150328_173924_521naive_average_adjust_local.jpg,0.25,0.05,0.35,0.1,0.5
5066_20160723_172356_507e698_adjust_local.jpg,0.4,-0.2,0.25,0.05,0.2
1125_20151227_131305_126e774_adjust_local.jpg,0.25,0.15,0.25,0.3125,0.25
1125_20151228_161250_302e785_interp_adjust.jpg,0.25,0.0,0.1,0.0,0.0
J6VL_20150312_193105_564e774_adjust_local.jpg,0.3,0.3,0.45,0.0,0.25
4KK2_20150823_142209_162e785_interp_adjust_local.jpg,0.3,-0.05,0.25,0.0,0.2
5066_20151225_022717_861noise_5760.jpg,1.0,0.6875,0.8,0.0625,0.7
5a9e_20141007_123014_959e774_adjust.jpg,0.3,-0.1,0.2,0.05,0.15
9bf4_20150818_112414_876align_average_adjust.jpg,0.35,0.25,0.25,0.05,0.15
33TJ_20150811_123233_891merged_adjust_local.jpg,0.2,-0.05,0.25,0.15,0.2
4KK2_20150718_153852_724motionmag_average_adjust_local.jpg,0.35,0.15,0.2,0.0,0.1
J6ZC_20150408_151305_158e785_interp_adjust.jpg,0.25,-0.15,0.2,0.0,0.2
5a9e_20141005_144419_100motionmag_average.jpg,0.35,0.2,0.25,0.0,0.1
0919_20150906_125326_354e785_interp_adjust.jpg,0.3,-0.15,0.25,0.05,0.2
0830_20151101_123037_908e698_adjust_local.jpg,0.4,0.35,0.2,0.0,0.05
0037_20160716_152152_109merged_adjust_local_exp.jpg,0.3,0.0,0.15,0.1,0.15
0030_20151217_221906_311e774_adjust_local.jpg,0.35,0.25,0.5,0.05,0.25
0091_19700204_222842_397e785_interp_adjust_local.jpg,0.35,-0.1,0.3,0.0,0.2
0043_20161016_181904_413naive_average_adjust_local.jpg,0.25,0.05,0.25,0.25,0.65
c1b1_20150424_192343_588align_average_adjust_local.jpg,0.3,-0.2,0.25,0.0,0.4
5a9e_20150207_104233_232merged_adjust_local_exp.jpg,0.3,0.05,0.15,0.0,0.1
0009_20160703_170758_133noise_188.jpg,0.4,-0.35,0.3,0.0,0.2
0155_20160904_110651_838e698_adjust_local.jpg,0.25,-0.05,0.25,0.1,0.15
0244_20151010_183930_844e785_interp_adjust.jpg,0.3,-0.2,0.25,0.0,0.2
6G7M_20150328_194343_379e698_adjust_local.jpg,0.3,-0.05,0.15,0.35,0.35
5a9e_20150405_165352_614align_average_adjust.jpg,0.25,-0.2,0.2,0.0,0.45
5066_20160416_180325_227align_average_adjust_exp.jpg,0.2,-0.05,0.1,0.05,0.35
0155_20160903_163904_798align_average_adjust.jpg,0.5,-0.2,0.05,0.0,0.75
4WBR_20150524_143308_172merged_adjust_local.jpg,0.25,0.3,0.2,0.05,0.2
33TJ_20150729_125805_415e774_adjust_local.jpg,0.3,-0.05,0.2,0.0,0.15
6FHF_20150303_114209_331merged_adjust_local.jpg,0.25,0.25,0.25,0.1,0.25
5066_20160519_122916_153motionmag_average_adjust_local.jpg,0.2,0.1,0.2,0.15,0.55
0039_20141010_073849_587align_average_adjust.jpg,0.5,-0.4,0.2,0.1,0.25
5a9e_20141006_135520_132e785_interp_adjust.jpg,0.2,-0.2,0.15,0.05,0.0
4KK2_20150905_223404_277e774_adjust_local.jpg,0.35,0.15,0.25,0.0,0.2
6G7M_20150307_163447_739e785_interp_adjust.jpg,0.25,-0.25,0.25,0.05,0.2
0043_20161006_104405_361e785_interp_adjust.jpg,0.25,0.15,0.2,0.25,0.2
33TJ_20150821_175459_986e774_adjust_local.jpg,0.2,0.0,0.05,0.35,0.25
4WBR_20150502_174238_837align_average_adjust_exp.jpg,0.4,-0.2,0.25,0.45,0.15
0043_20160829_194958_660noise_nlm_sharp_awb_208.jpg,0.4,-0.35,0.25,0.2,0.25
0127_20161105_172413_044noise_adjust3_149.jpg,0.25,-0.2,0.05,0.2,0.0
0155_20160903_164453_784e698_adjust_local.jpg,0.25,0.05,0.3,0.1,0.2
0043_20160920_121635_612e774_adjust.jpg,0.25,-0.15,0.3,0.1,0.2
0919_20150906_175138_651e698_adjust_local.jpg,0.3,0.05,0.3,0.05,0.2
6G7M_20150325_134507_096align_average_adjust.jpg,0.35,-0.2,0.25,0.05,0.2
0006_20160721_193344_227e698_adjust_local.jpg,0.3,0.0,0.25,0.15,0.25
0218_20141101_214110_224e785_interp_adjust_local.jpg,0.4,0.05,0.25,0.1,0.15
1125_20151215_132924_684noise_adjust4_912.jpg,0.25,-0.05,0.25,0.05,0.1
0039_20141009_151212_565align_average_adjust_awb.jpg,0.25,-0.1,0.25,0.35,0.35
0039_20141008_120400_718naive_average_adjust.jpg,0.4,-0.2,0.0,0.2,0.3
0155_20160902_143858_975e774_adjust_local.jpg,0.35,0.3125,0.25,0.2,0.2
33TJ_20150612_230734_642e785_interp_adjust.jpg,0.4,-0.3,0.25,0.05,0.25
5a9e_20141006_105758_463merged_adjust_local_sat.jpg,0.25,-0.55,0.25,0.05,0.2
0043_20160829_194958_660motionmag_average.jpg,0.45,-0.25,0.25,0.3,0.35
5a9e_20150209_092856_081e774_adjust_local.jpg,0.35,-0.1,0.25,0.1,0.2
0039_20141006_110205_172e698_adjust.jpg,0.45,-0.2,0.2,0.1,0.2
0155_20160831_135030_775motionmag_average_adjust_exp.jpg,0.5,-0.5625,0.15,0.45,0.45
0244_20151011_125939_846e698_adjust.jpg,0.45,-0.2,0.0,0.0,0.0
0006_20160726_115433_333motionmag_average_adjust_awb.jpg,0.55,-0.4,0.4,0.25,0.6
1125_20151221_200539_802merged_adjust_local_sat.jpg,0.35,-0.1,0.25,0.05,0.2
6FHF_20150303_171126_029merged_adjust_local.jpg,0.25,0.35,0.2,0.1,0.2
6G7M_20150311_224124_637align_average.jpg,0.3,-0.1,0.25,0.0,0.2
0919_20150905_181257_935motionmag_average_adjust.jpg,0.3,-0.05,0.3,0.1,0.45
33TJ_20150822_185205_562align_average_adjust_exp.jpg,0.4,-0.2,0.25,0.3,0.25
1125_20151225_175502_239naive_average_adjust.jpg,0.35,-0.15,0.25,0.1,0.25
0244_20151010_153522_522merged_adjust_local_exp.jpg,0.2,0.1,0.2,0.1,0.05
0043_20161004_205807_357noise_adjust4_629.jpg,0.25,-0.15,0.4,0.0,0.2
6G7M_20150404_132524_360noise_nlm_sharp_196.jpg,0.45,-0.15,0.25,0.0,0.2
33TJ_20150627_152439_197e785_interp_adjust_local.jpg,0.3,-0.25,0.25,0.0,0.15
5a9e_20150403_214522_398noise_nlm_sharp_adjust_local_651.jpg,0.3,0.15,0.3,0.1,0.2
33TJ_20150810_190658_236noise_nlm_sharp_468.jpg,0.3,-0.4375,0.6,0.05,0.1
5066_20160413_173622_481naive_average.jpg,0.25,0.05,0.25,0.25,0.3
4KK2_20150822_213950_174e774_adjust_local.jpg,0.25,0.0,0.7,0.0,0.0
0094_20150411_150138_791e785_interp_adjust.jpg,0.35,0.05,0.25,0.05,0.2
4KK2_20150818_162028_539merged_adjust_local.jpg,0.25,0.3,0.25,0.15,0.25
0127_20161018_111539_262e785_interp_adjust.jpg,0.35,-0.25,0.35,0.0,0.25
c483_20150901_203352_369e785_interp_adjust_local.jpg,0.25,0.05,0.25,0.15,0.25
0382_20150916_200729_585e774_adjust.jpg,0.3,-0.35,0.15,0.05,0.05
0127_20161022_144126_074noise_376.jpg,0.35,-0.1,0.25,0.0,0.25
0006_20160722_115012_899e698_adjust_local.jpg,0.2,-0.2,0.2,0.1,0.05
1125_20151215_174112_948merged_adjust_local_exp.jpg,0.35,0.05,0.2,0.0,0.1
0830_20151031_160952_802e774_adjust.jpg,0.25,0.0,0.4,0.0,0.3
5a9e_20150328_160846_095e785_interp_adjust.jpg,0.25,0.25,0.25,0.25,0.25
33TJ_20150821_115034_013e774_adjust_local.jpg,0.1,0.0,0.0,0.0,0.0
5066_20160722_105740_483e785_interp_adjust_local.jpg,0.3,-0.2,0.25,0.0,0.15
0043_20160829_194159_086e785_interp_adjust_local.jpg,0.55,0.4375,0.3,0.3,0.2
5a9e_20150404_123212_314merged_adjust_local.jpg,0.2,-0.1,0.25,0.1,0.25
0089_20160630_163712_177align_average_adjust_local.jpg,0.25,0.2,0.2,0.2,0.2
0830_20151031_142659_615e774_adjust.jpg,0.25,-0.1,0.2,0.15,0.15
0382_20150912_122903_373e774_adjust_local.jpg,0.2,0.2,0.15,0.1,0.15
6FHF_20150303_113141_803e698_adjust.jpg,0.35,-0.15,0.2,0.0,0.15
0244_20151010_132649_689e785_interp_adjust_local.jpg,0.3,-0.05,0.2,0.0,0.2
0382_20150924_092932_378motionmag_average_adjust.jpg,0.4,-0.25,0.25,0.0,0.2
0043_20160908_100556_696e785_interp_adjust.jpg,0.3,-0.2,0.2,0.0,0.1
0039_20141009_144608_569e774_adjust_local.jpg,0.25,-0.05,0.25,0.1,0.15
J6VL_20150917_150743_926e785_interp_adjust.jpg,0.3,0.1,0.25,0.1,0.2
0127_20161023_122842_018e698_adjust.jpg,0.35,0.05,0.2,0.05,0.15
0919_20150906_191410_653e785_interp_adjust.jpg,0.4,-0.35,0.3,0.15,0.25
0244_20151010_153522_522motionmag_average_adjust.jpg,0.25,0.3,0.2,0.15,0.2
c1b1_20150311_195513_280align_average.jpg,0.2,-0.2,0.2,0.0,0.4
0006_20160726_110055_860e774_adjust_local.jpg,0.1,0.0,0.0,0.15,0.0
0037_20160717_131556_105e785_interp_adjust.jpg,0.3,-0.2,0.2,0.0,0.15
0919_20150906_190430_014noise_253.jpg,0.3,-0.3,0.2,0.0,0.15
0919_20150910_150447_425e698_adjust_local.jpg,0.2,0.1,0.1,0.1,0.1
0006_20160726_184136_041motionmag_average_adjust_exp.jpg,0.55,-0.1,0.35,0.55,0.45
6G7M_20150307_163447_739e774_adjust.jpg,0.25,-0.05,0.15,0.15,0.15
0919_20150906_191352_725e698_adjust_local.jpg,0.4,-0.2,0.25,0.1,0.25
6G7M_20150321_140506_388motionmag_average_adjust.jpg,0.35,0.1,0.2,0.0,0.4
4WBR_20150501_182815_157naive_average.jpg,0.3,-0.1,0.35,0.15,0.45
0043_20160825_133823_867e785_interp_adjust.jpg,0.45,0.0,0.3,0.25,0.2
0047_20160531_120143_508align_average_adjust_local.jpg,0.05,0.0,0.0,0.0,0.05
0155_20160927_140404_307merged_adjust_local_sat.jpg,0.35,0.15,0.2,0.1,0.2
0919_20150905_182118_484e774_adjust.jpg,0.25,-0.2,0.2,0.2,0.0
0043_20160920_193834_146motionmag_average_adjust_local.jpg,0.25,-0.05,0.3,0.2,0.4
0006_20160723_111834_202e774_adjust.jpg,0.35,-0.15,0.15,0.0,0.05
c483_20150901_114634_210align_average_adjust.jpg,0.35,-0.25,0.2,0.05,0.15
0009_20160702_114557_029e774_adjust_local.jpg,0.0,0.0,0.0,0.0,0.0
0919_20150905_155514_355naive_average_adjust.jpg,0.35,-0.2,0.2,0.0,0.2
0127_20161022_151717_209e785_interp_adjust.jpg,0.4,0.25,0.2,0.1,0.2
33TJ_20150615_191918_581align_average_adjust.jpg,0.25,-0.05,0.25,0.3,0.4
33TJ_20150612_230608_795motionmag_average.jpg,0.45,-0.25,0.25,0.05,0.4
6G7M_20150328_192124_979align_average_adjust_local.jpg,0.35,-0.15,0.25,0.1,0.2
5a9e_20141006_142550_889align_average.jpg,0.2,-0.2,0.2,0.0,0.7
1125_20151201_114855_899noise_nlm_sharp_304.jpg,0.5,0.0,0.25,0.15,0.2
4742_20150918_185536_804align_average.jpg,0.5,-0.35,0.2,0.05,0.25
c1b1_20150312_205107_395merged_adjust_local.jpg,0.5,0.15,0.3,0.05,0.1
0043_20161103_091058_603e785_interp_adjust.jpg,0.3,-0.15,0.2,0.15,0.1
0030_20151007_193937_624noise_nlm_sharp_awb_1765.jpg,0.5,-0.0625,0.55,0.2,0.25
0043_20161002_170259_758e774_adjust_local.jpg,0.3,0.0,0.0,0.0,0.0
0039_20141007_192253_786motionmag_average_adjust_exp.jpg,1.0,-0.7,0.0,0.1,0.55
1125_20151215_132924_684naive_average_adjust.jpg,0.3,0.2,0.3,0.0,0.2
0543_20150917_131407_937motionmag_average_adjust.jpg,0.25,-0.15,0.35,0.2,0.5
1125_20151229_153229_619merged_adjust_local.jpg,0.2,0.1,0.15,0.2,0.1
0043_20161006_105256_094e698_adjust.jpg,0.25,0.0,0.05,0.0,0.0
0039_20141010_102444_567e698_adjust.jpg,0.25,0.3125,0.25,0.15,0.25
0155_20160902_173031_615e698_adjust_local.jpg,0.25,0.15,0.15,0.05,0.15
0030_20151216_124323_050align_average_adjust_local.jpg,0.1,-0.05,0.2,0.0,0.7
bee7_20150818_172208_763e698_adjust_local.jpg,0.25,-0.2,0.2,0.0,0.2
0006_20160721_181525_062e774_adjust.jpg,0.4,-0.2,0.2,0.1,0.2
6FHF_20150307_131704_518e785_interp_adjust.jpg,0.25,-0.05,0.35,0.25,0.2
0039_20141010_181002_311e698_adjust_local.jpg,0.4,0.25,0.3,0.3,0.25
0039_20141006_122335_035e698_adjust_local.jpg,0.25,-0.3,0.0,0.2,0.0
0830_20151031_125445_996naive_average.jpg,0.3,-0.1,0.2,0.15,0.2
c1b1_20150311_113016_407align_average.jpg,0.35,-0.2,0.2,0.0,0.25
0009_20160702_185755_393noise_nlm_sharp_588.jpg,0.3,0.1875,0.2,0.0,0.15
0830_20151121_144306_391motionmag_average_adjust_awb.jpg,0.3,-0.4375,0.3,0.0,0.0
33TJ_20150819_201948_311noise_266.jpg,0.5,0.0,0.3,0.05,0.25
0039_20141008_195729_671align_average.jpg,0.5,0.1875,0.3,0.15,0.55
6G7M_20150417_185141_031merged_adjust_local_exp.jpg,0.3,0.4,0.25,0.05,0.25
6FHF_20150303_165421_129e774_adjust_local.jpg,0.3,0.1,0.25,0.0,0.15
0094_20150411_150406_891e774_adjust.jpg,0.3,-0.15,0.15,0.0,0.05
0382_20150912_115650_161motionmag_average_adjust_awb.jpg,0.25,-0.15,0.2,0.05,0.15
5066_20160722_143102_699e774_adjust_local.jpg,0.35,0.0,0.25,0.15,0.2
0030_20151111_114544_073motionmag_average_adjust_local.jpg,0.25,0.05,0.2,0.3,0.65
6FHF_20150303_164203_129e785_interp_adjust_local.jpg,0.25,-0.25,0.3,0.05,0.25
0043_20160825_193156_010noise_334.jpg,0.35,0.05,0.25,0.05,0.2
1125_20151231_124309_717e785_interp_adjust_local.jpg,0.25,-0.05,0.25,0.4,0.25
0037_20160714_211829_112merged_adjust_local.jpg,0.3,0.2,0.4,0.0,0.2
bee7_20150829_155507_272align_average.jpg,0.25,0.25,0.25,0.1,0.25
0919_20150906_191410_653naive_average.jpg,0.45,-0.35,0.0,0.0,0.0
0047_20160604_134219_127e698_adjust.jpg,0.3,-0.25,0.3,0.2,0.2
4W8F_20150424_192727_856e774_adjust.jpg,0.25,0.15,0.25,0.0,0.25
0089_20160701_122353_269e785_interp_adjust.jpg,0.5,0.0,0.3,0.3,0.3
5066_20160724_072003_967align_average_adjust.jpg,0.35,-0.25,0.3,0.05,0.3
1125_20151229_131635_681noise_adjust4_192.jpg,0.45,-0.2,0.05,0.0,0.05
0382_20150913_131719_918naive_average_adjust.jpg,0.2,0.05,0.0,0.0,0.0
4KK2_20150829_152712_990e698_adjust.jpg,0.25,0.2,0.15,0.15,0.2
9bf4_20150824_204210_479merged_adjust_local_sat.jpg,0.25,-0.3,0.35,0.0,0.15
0919_20150906_184900_402merged_adjust_local.jpg,0.3,-0.05,0.15,0.0,0.1
0127_20161022_135723_781noise_nlm_sharp_578.jpg,0.3,0.15,0.1,0.1,0.1
0382_20150924_091726_209motionmag_average_adjust_local.jpg,0.25,0.25,0.35,0.0,0.25
1125_20151227_113931_095e774_adjust_local.jpg,0.35,-0.25,0.25,0.35,0.2
JN34_20150324_144437_178noise_nlm_sharp_315.jpg,0.2,-0.15,0.3,0.0,0.2
0830_20151031_154248_981align_average_adjust_exp.jpg,0.5,-0.3,0.3,0.05,0.3
0382_20150924_095906_582motionmag_average_adjust.jpg,0.4,-0.35,0.25,0.0,0.2
0030_20151007_193937_624e774_adjust.jpg,0.2,-0.4375,0.45,0.1,0.2
0127_20161018_111539_262noise_adjust4_324.jpg,0.35,-0.2,0.3,0.0,0.2
33TJ_20150811_191153_743motionmag_average_adjust_local.jpg,0.25,0.05,0.2,0.2,0.55
6G7M_20150328_165011_650align_average_adjust_exp.jpg,0.45,-0.4,0.2,0.0,0.35
4WBR_20150507_201013_350align_average.jpg,0.25,-0.25,0.2,0.25,0.65
0037_20160716_205723_768merged_adjust_local_exp.jpg,0.3,0.4375,0.5,0.0,0.25
5a9e_20150328_092827_919naive_average.jpg,0.5,-0.2,0.0,0.0,0.35
0382_20150916_200729_585motionmag_average_adjust_awb.jpg,0.3,0.0,0.25,0.2,0.25
33TJ_20150731_214303_007noise_adjust3_685.jpg,0.35,0.0,0.45,0.05,0.3
6G7M_20150307_163855_834motionmag_average_adjust_exp.jpg,0.4,0.1,0.3,0.25,0.3
33TJ_20150628_214649_118e774_adjust_local.jpg,0.6875,-0.3,0.7,0.1,0.3
33TJ_20150810_190658_236noise_adjust3_468.jpg,0.3,0.0,0.4,0.0,0.25
33TJ_20150607_030926_189e774_adjust_local.jpg,0.35,0.1,0.55,0.0,0.25
1125_20151231_161550_984e698_adjust_local.jpg,0.4,-0.2,0.2,0.0,0.1
0155_20160910_232602_578e698_adjust.jpg,0.3,-0.2,0.4,0.0,0.05
0039_20141009_144524_251e785_interp_adjust_local.jpg,0.4,-0.2,0.25,0.1,0.25
bee7_20150829_170322_818motionmag_average.jpg,0.3,-0.25,0.2,0.0,0.3
1125_20160212_143458_617merged_adjust_local_sat.jpg,0.25,0.0,0.0,0.0,0.0
6FHF_20150303_173407_964e785_interp_adjust.jpg,0.3,0.0,0.2,0.0,0.1
0272_20151215_234149_133naive_average_adjust.jpg,0.6,-0.05,0.25,0.25,0.3
0037_20160716_100644_199naive_average_adjust.jpg,0.4,-0.1,0.25,0.1,0.2
